,day,location,date,month,year,hour,min,WARRANTS
230,3,1,15,4,2015,9,50,1
231,3,5,15,4,2015,7,42,1
232,3,2,15,4,2015,7,0,1
233,3,2,15,4,2015,7,0,1
234,3,10,15,4,2015,5,40,1
235,3,10,15,4,2015,2,58,1
236,3,8,15,4,2015,0,42,1
237,2,5,14,4,2015,21,53,1
238,2,4,14,4,2015,20,34,1
239,2,3,14,4,2015,18,37,1
240,2,2,14,4,2015,18,10,1
241,2,9,14,4,2015,17,0,1
242,2,9,14,4,2015,17,0,1
243,2,10,14,4,2015,14,0,1
244,2,2,14,4,2015,12,53,1
245,2,2,14,4,2015,10,24,1
246,2,2,14,4,2015,10,10,1
247,2,4,14,4,2015,9,43,1
248,2,2,14,4,2015,9,38,1
249,2,9,14,4,2015,8,0,1
250,2,8,14,4,2015,0,20,1
251,2,8,14,4,2015,0,20,1
252,1,10,13,4,2015,23,30,1
253,1,10,13,4,2015,23,30,1
254,1,2,13,4,2015,23,17,1
255,1,10,13,4,2015,18,29,1
256,1,10,13,4,2015,18,24,1
257,1,1,13,4,2015,17,9,1
258,1,2,13,4,2015,16,25,1
259,1,2,13,4,2015,12,18,1
260,1,2,13,4,2015,12,18,1
261,1,4,13,4,2015,8,9,1
262,1,4,13,4,2015,7,35,1
263,1,4,13,4,2015,7,35,1
264,1,8,13,4,2015,2,36,1
265,1,8,13,4,2015,2,36,1
266,1,7,13,4,2015,1,30,1
267,1,7,13,4,2015,1,30,1
268,1,8,13,4,2015,0,10,1
269,7,1,5,4,2015,23,40,1
270,7,4,5,4,2015,21,44,1
271,7,5,5,4,2015,21,15,1
272,7,3,5,4,2015,20,52,1
273,7,3,5,4,2015,20,24,1
274,7,10,5,4,2015,19,35,1
275,7,6,5,4,2015,17,31,1
276,7,1,5,4,2015,17,0,1
277,7,1,5,4,2015,17,0,1
278,7,5,5,4,2015,15,55,1
279,7,1,5,4,2015,15,25,1
280,7,1,5,4,2015,15,25,1
281,7,1,5,4,2015,11,8,1
282,7,10,5,4,2015,10,54,1
283,6,10,4,4,2015,23,55,1
284,6,2,4,4,2015,22,6,1
285,6,4,4,4,2015,17,44,1
286,6,2,4,4,2015,16,1,1
287,6,9,4,4,2015,15,5,1
288,6,7,4,4,2015,14,19,1
289,6,3,4,4,2015,13,35,1
290,6,3,4,4,2015,9,30,1
291,6,1,4,4,2015,1,5,1
292,6,1,4,4,2015,0,30,1
293,5,10,3,4,2015,23,0,1
294,5,10,3,4,2015,22,20,1
295,5,10,3,4,2015,22,20,1
296,5,5,3,4,2015,21,44,1
297,5,8,3,4,2015,19,23,1
298,5,8,3,4,2015,19,23,1
299,5,2,3,4,2015,13,33,1
300,5,4,3,4,2015,12,30,1
301,5,2,3,4,2015,11,28,1
302,5,2,3,4,2015,11,28,1
303,5,5,3,4,2015,9,0,1
304,5,2,3,4,2015,8,40,1
305,5,4,3,4,2015,8,20,1
306,5,5,3,4,2015,2,30,1
307,5,2,3,4,2015,0,2,1
308,4,5,2,4,2015,23,58,1
309,4,4,2,4,2015,22,18,1
310,4,4,2,4,2015,20,33,1
311,4,3,2,4,2015,19,45,1
312,4,2,2,4,2015,18,10,1
313,4,3,2,4,2015,18,6,1
314,4,6,2,4,2015,17,40,1
315,4,2,2,4,2015,17,18,1
316,4,10,2,4,2015,17,15,1
317,4,4,2,4,2015,13,25,1
318,4,8,2,4,2015,13,9,1
319,4,2,2,4,2015,12,25,1
320,4,2,2,4,2015,12,25,1
321,4,2,2,4,2015,11,38,1
322,4,10,2,4,2015,8,59,1
323,4,2,2,4,2015,8,35,1
324,4,1,2,4,2015,8,10,1
325,4,10,2,4,2015,7,25,1
326,4,10,2,4,2015,7,25,1
327,4,2,2,4,2015,6,0,1
328,4,4,2,4,2015,4,23,1
329,4,10,2,4,2015,1,15,1
330,4,8,2,4,2015,0,57,1
331,3,8,1,4,2015,23,28,1
332,3,5,1,4,2015,22,12,1
333,3,4,1,4,2015,21,31,1
334,3,4,1,4,2015,21,31,1
335,3,3,1,4,2015,20,10,1
336,3,2,1,4,2015,18,29,1
337,3,4,1,4,2015,17,48,1
338,3,10,1,4,2015,17,40,1
339,3,2,1,4,2015,16,25,1
340,3,10,1,4,2015,12,53,1
341,3,9,1,4,2015,12,44,1
342,3,9,1,4,2015,12,44,1
343,3,4,1,4,2015,11,24,1
344,3,6,1,4,2015,3,48,1
345,2,3,31,3,2015,22,53,1
346,2,4,31,3,2015,21,10,1
347,2,4,31,3,2015,21,10,1
348,2,3,31,3,2015,21,3,1
349,2,3,31,3,2015,18,27,1
350,2,2,31,3,2015,18,0,1
351,2,4,31,3,2015,17,7,1
352,2,2,31,3,2015,16,57,1
353,2,1,31,3,2015,16,54,1
354,2,10,31,3,2015,15,10,1
355,2,3,31,3,2015,13,2,1
356,2,10,31,3,2015,12,58,1
357,2,2,31,3,2015,2,30,1
358,1,5,30,3,2015,17,56,1
359,1,3,30,3,2015,17,45,1
360,1,3,30,3,2015,14,24,1
361,1,4,30,3,2015,13,50,1
362,1,4,30,3,2015,8,12,1
363,1,8,30,3,2015,7,5,1
364,1,8,30,3,2015,7,5,1
365,1,5,30,3,2015,2,33,1
366,1,4,30,3,2015,0,44,1
367,1,8,30,3,2015,0,26,1
368,7,10,22,3,2015,22,41,1
369,7,3,22,3,2015,19,52,1
370,7,7,22,3,2015,17,56,1
371,7,3,22,3,2015,17,50,1
372,7,2,22,3,2015,17,41,1
373,7,10,22,3,2015,17,37,1
374,7,4,22,3,2015,17,15,1
375,7,4,22,3,2015,17,3,1
376,7,1,22,3,2015,15,52,1
377,7,8,22,3,2015,13,27,1
378,7,10,22,3,2015,13,20,1
379,7,2,22,3,2015,11,34,1
380,7,1,22,3,2015,10,30,1
381,7,4,22,3,2015,10,26,1
382,7,9,22,3,2015,10,4,1
383,7,2,22,3,2015,9,40,1
384,7,10,22,3,2015,8,39,1
385,7,4,22,3,2015,2,0,1
386,7,8,22,3,2015,0,19,1
387,6,10,21,3,2015,23,43,1
388,6,1,21,3,2015,20,27,1
389,6,3,21,3,2015,20,10,1
390,6,10,21,3,2015,18,39,1
391,6,1,21,3,2015,18,30,1
392,6,8,21,3,2015,18,16,1
393,6,2,21,3,2015,17,0,1
394,6,2,21,3,2015,17,0,1
395,6,4,21,3,2015,16,30,1
396,6,9,21,3,2015,14,11,1
397,6,2,21,3,2015,13,45,1
398,6,4,21,3,2015,12,38,1
399,6,10,21,3,2015,10,30,1
400,6,3,21,3,2015,8,56,1
401,6,3,21,3,2015,8,56,1
402,6,4,21,3,2015,7,8,1
403,6,3,21,3,2015,2,5,1
404,5,4,20,3,2015,21,20,1
405,5,3,20,3,2015,20,20,1
406,5,4,20,3,2015,18,35,1
407,5,6,20,3,2015,17,45,1
408,5,4,20,3,2015,16,53,1
409,5,3,20,3,2015,16,36,1
410,5,3,20,3,2015,16,36,1
411,5,2,20,3,2015,16,30,1
412,5,2,20,3,2015,16,0,1
413,5,4,20,3,2015,15,56,1
414,5,2,20,3,2015,15,41,1
415,5,1,20,3,2015,15,1,1
416,5,4,20,3,2015,13,54,1
417,5,2,20,3,2015,13,12,1
418,5,2,20,3,2015,13,0,1
419,5,1,20,3,2015,12,11,1
420,5,5,20,3,2015,10,4,1
421,5,3,20,3,2015,9,15,1
422,5,3,20,3,2015,9,15,1
423,5,4,20,3,2015,8,37,1
424,5,4,20,3,2015,8,37,1
425,5,4,20,3,2015,7,18,1
426,5,1,20,3,2015,2,41,1
427,5,4,20,3,2015,2,36,1
428,5,2,20,3,2015,1,3,1
429,5,4,20,3,2015,0,54,1
430,5,8,20,3,2015,0,7,1
431,4,4,19,3,2015,22,30,1
432,4,4,19,3,2015,21,51,1
433,4,3,19,3,2015,19,57,1
434,4,7,19,3,2015,16,37,1
435,4,7,19,3,2015,14,19,1
436,4,8,19,3,2015,14,12,1
437,4,2,19,3,2015,12,49,1
438,4,9,19,3,2015,12,35,1
439,4,9,19,3,2015,12,35,1
440,4,2,19,3,2015,11,50,1
441,4,2,19,3,2015,8,30,1
442,4,10,19,3,2015,7,0,1
443,4,5,19,3,2015,2,27,1
444,4,1,19,3,2015,0,53,1
445,3,10,18,3,2015,23,55,1
446,3,10,18,3,2015,22,25,1
447,3,10,18,3,2015,21,0,1
448,3,2,18,3,2015,20,38,1
449,3,3,18,3,2015,20,0,1
450,3,2,18,3,2015,19,43,1
451,3,2,18,3,2015,19,12,1
452,3,4,18,3,2015,17,50,1
453,3,3,18,3,2015,17,26,1
454,3,1,18,3,2015,17,20,1
455,3,10,18,3,2015,15,19,1
456,3,2,18,3,2015,14,35,1
457,3,1,18,3,2015,14,33,1
458,3,4,18,3,2015,13,54,1
459,3,4,18,3,2015,11,59,1
460,3,9,18,3,2015,10,15,1
461,3,4,18,3,2015,9,54,1
462,3,10,18,3,2015,8,45,1
463,3,2,18,3,2015,8,20,1
464,3,2,18,3,2015,8,20,1
465,3,10,18,3,2015,5,27,1
466,3,10,18,3,2015,5,27,1
467,3,2,18,3,2015,2,58,1
468,3,2,18,3,2015,2,58,1
469,3,10,18,3,2015,0,30,1
470,2,3,17,3,2015,23,39,1
471,2,1,17,3,2015,21,46,1
472,2,2,17,3,2015,21,19,1
473,2,4,17,3,2015,20,44,1
474,2,4,17,3,2015,19,15,1
475,2,4,17,3,2015,19,15,1
476,2,10,17,3,2015,18,51,1
477,2,10,17,3,2015,18,51,1
478,2,4,17,3,2015,18,39,1
479,2,4,17,3,2015,18,32,1
480,2,8,17,3,2015,17,30,1
481,2,1,17,3,2015,17,30,1
482,2,8,17,3,2015,17,30,1
483,2,10,17,3,2015,16,31,1
484,2,6,17,3,2015,15,39,1
485,2,5,17,3,2015,12,35,1
486,2,3,17,3,2015,12,33,1
487,2,10,17,3,2015,1,28,1
488,2,4,17,3,2015,0,43,1
489,2,4,17,3,2015,0,43,1
490,2,10,17,3,2015,0,19,1
491,2,4,17,3,2015,0,5,1
492,1,10,16,3,2015,23,19,1
493,1,5,16,3,2015,21,10,1
494,1,1,16,3,2015,19,30,1
495,1,5,16,3,2015,19,6,1
496,1,1,16,3,2015,17,20,1
497,1,2,16,3,2015,17,7,1
498,1,5,16,3,2015,16,30,1
499,1,1,16,3,2015,14,27,1
500,1,2,16,3,2015,12,43,1
501,1,3,16,3,2015,9,55,1
502,1,1,16,3,2015,6,14,1
503,1,7,16,3,2015,2,55,1
504,1,1,16,3,2015,0,24,1
505,7,10,8,3,2015,22,33,1
506,7,3,8,3,2015,22,25,1
507,7,4,8,3,2015,21,20,1
508,7,1,8,3,2015,21,0,1
509,7,10,8,3,2015,19,21,1
510,7,2,8,3,2015,17,54,1
511,7,2,8,3,2015,17,54,1
512,7,3,8,3,2015,17,28,1
513,7,3,8,3,2015,17,25,1
514,7,7,8,3,2015,16,45,1
515,7,10,8,3,2015,14,20,1
516,7,2,8,3,2015,13,15,1
517,7,9,8,3,2015,13,10,1
518,7,1,8,3,2015,11,20,1
519,7,10,8,3,2015,9,0,1
520,7,6,8,3,2015,6,27,1
521,7,4,8,3,2015,5,20,1
522,6,8,7,3,2015,22,52,1
523,6,2,7,3,2015,22,44,1
524,6,4,7,3,2015,22,30,1
525,6,10,7,3,2015,20,55,1
526,6,10,7,3,2015,19,10,1
527,6,2,7,3,2015,18,45,1
528,6,7,7,3,2015,17,21,1
529,6,7,7,3,2015,17,21,1
530,6,6,7,3,2015,17,11,1
531,6,2,7,3,2015,12,30,1
532,6,3,7,3,2015,11,0,1
533,6,2,7,3,2015,10,57,1
534,6,7,7,3,2015,4,38,1
535,6,6,7,3,2015,4,30,1
536,5,6,6,3,2015,22,46,1
537,5,9,6,3,2015,22,45,1
538,5,7,6,3,2015,21,37,1
539,5,10,6,3,2015,21,31,1
540,5,1,6,3,2015,20,35,1
541,5,8,6,3,2015,19,55,1
542,5,3,6,3,2015,19,22,1
543,5,4,6,3,2015,17,57,1
544,5,4,6,3,2015,17,30,1
545,5,10,6,3,2015,17,19,1
546,5,2,6,3,2015,16,10,1
547,5,2,6,3,2015,12,45,1
548,5,2,6,3,2015,12,45,1
549,5,5,6,3,2015,11,52,1
550,5,6,6,3,2015,8,43,1
551,5,7,6,3,2015,7,15,1
552,5,10,6,3,2015,5,55,1
553,5,1,6,3,2015,2,55,1
554,5,3,6,3,2015,2,36,1
555,5,4,6,3,2015,0,19,1
556,4,8,5,3,2015,23,41,1
557,4,10,5,3,2015,21,46,1
558,4,1,5,3,2015,19,15,1
559,4,8,5,3,2015,18,51,1
560,4,9,5,3,2015,18,20,1
561,4,2,5,3,2015,17,7,1
562,4,10,5,3,2015,16,20,1
563,4,4,5,3,2015,16,6,1
564,4,3,5,3,2015,14,0,1
565,4,2,5,3,2015,12,20,1
566,4,4,5,3,2015,12,9,1
567,4,10,5,3,2015,12,5,1
568,4,4,5,3,2015,12,0,1
569,4,4,5,3,2015,12,0,1
570,4,9,5,3,2015,11,35,1
571,4,3,5,3,2015,10,15,1
572,4,1,5,3,2015,8,15,1
573,4,10,5,3,2015,7,38,1
574,4,10,5,3,2015,7,38,1
575,4,2,5,3,2015,7,6,1
576,4,10,5,3,2015,4,55,1
577,4,1,5,3,2015,4,18,1
578,4,1,5,3,2015,4,18,1
579,3,2,4,3,2015,23,5,1
580,3,3,4,3,2015,23,2,1
581,3,2,4,3,2015,22,58,1
582,3,8,4,3,2015,22,46,1
583,3,10,4,3,2015,21,32,1
584,3,10,4,3,2015,20,7,1
585,3,6,4,3,2015,19,0,1
586,3,10,4,3,2015,17,0,1
587,3,3,4,3,2015,16,41,1
588,3,2,4,3,2015,16,29,1
589,3,2,4,3,2015,16,17,1
590,3,4,4,3,2015,14,37,1
591,3,10,4,3,2015,14,30,1
592,3,4,4,3,2015,13,30,1
593,3,2,4,3,2015,12,45,1
594,3,2,4,3,2015,12,41,1
595,3,2,4,3,2015,10,5,1
596,2,5,3,3,2015,23,47,1
597,2,3,3,3,2015,23,35,1
598,2,4,3,3,2015,23,12,1
599,2,1,3,3,2015,20,30,1
600,2,1,3,3,2015,18,20,1
601,2,8,3,3,2015,17,42,1
602,2,10,3,3,2015,17,40,1
603,2,10,3,3,2015,16,43,1
604,2,5,3,3,2015,15,55,1
605,2,2,3,3,2015,15,30,1
606,2,4,3,3,2015,14,42,1
607,2,2,3,3,2015,13,50,1
608,2,4,3,3,2015,13,7,1
609,2,4,3,3,2015,12,30,1
610,2,2,3,3,2015,12,13,1
611,2,2,3,3,2015,12,13,1
612,2,10,3,3,2015,8,50,1
613,2,3,3,3,2015,5,50,1
614,2,5,3,3,2015,0,20,1
615,1,10,2,3,2015,23,1,1
616,1,10,2,3,2015,21,56,1
617,1,1,2,3,2015,20,51,1
618,1,7,2,3,2015,20,48,1
619,1,4,2,3,2015,20,13,1
620,1,1,2,3,2015,19,45,1
621,1,1,2,3,2015,19,45,1
622,1,10,2,3,2015,18,31,1
623,1,4,2,3,2015,17,13,1
624,1,1,2,3,2015,16,51,1
625,1,9,2,3,2015,16,19,1
626,1,9,2,3,2015,16,19,1
627,1,4,2,3,2015,16,15,1
628,1,6,2,3,2015,16,10,1
629,1,2,2,3,2015,15,32,1
630,1,3,2,3,2015,14,54,1
631,1,5,2,3,2015,14,49,1
632,1,1,2,3,2015,14,20,1
633,1,3,2,3,2015,14,3,1
634,1,10,2,3,2015,14,3,1
635,1,8,2,3,2015,13,37,1
636,1,4,2,3,2015,13,37,1
637,1,5,2,3,2015,10,57,1
638,1,5,2,3,2015,10,57,1
639,1,2,2,3,2015,10,23,1
640,1,3,2,3,2015,10,18,1
641,1,4,2,3,2015,8,47,1
642,1,10,2,3,2015,7,34,1
643,1,10,2,3,2015,2,1,1
644,7,2,22,2,2015,22,51,1
645,7,5,22,2,2015,19,46,1
646,7,5,22,2,2015,19,14,1
647,7,5,22,2,2015,19,14,1
648,7,9,22,2,2015,17,59,1
649,7,10,22,2,2015,17,11,1
650,7,10,22,2,2015,17,11,1
651,7,3,22,2,2015,16,57,1
652,7,6,22,2,2015,16,10,1
653,7,6,22,2,2015,11,10,1
654,7,3,22,2,2015,11,0,1
655,7,2,22,2,2015,10,48,1
656,7,1,22,2,2015,9,40,1
657,7,4,22,2,2015,9,18,1
658,7,5,22,2,2015,9,0,1
659,7,2,22,2,2015,8,44,1
660,7,2,22,2,2015,2,41,1
661,7,8,22,2,2015,0,30,1
662,7,8,22,2,2015,0,25,1
663,7,2,22,2,2015,0,25,1
664,6,5,21,2,2015,23,10,1
665,6,5,21,2,2015,23,10,1
666,6,1,21,2,2015,18,0,1
667,6,10,21,2,2015,15,39,1
668,6,8,21,2,2015,15,31,1
669,6,5,21,2,2015,13,51,1
670,6,7,21,2,2015,13,30,1
671,6,8,21,2,2015,13,15,1
672,6,4,21,2,2015,11,59,1
673,6,7,21,2,2015,8,34,1
674,5,7,20,2,2015,22,33,1
675,5,8,20,2,2015,20,55,1
676,5,8,20,2,2015,20,55,1
677,5,8,20,2,2015,19,5,1
678,5,4,20,2,2015,17,9,1
679,5,2,20,2,2015,16,35,1
680,5,2,20,2,2015,15,30,1
681,5,2,20,2,2015,15,0,1
682,5,2,20,2,2015,14,46,1
683,5,1,20,2,2015,14,18,1
684,5,7,20,2,2015,12,0,1
685,5,3,20,2,2015,11,52,1
686,5,4,20,2,2015,10,43,1
687,5,4,20,2,2015,10,43,1
688,5,1,20,2,2015,10,28,1
689,5,3,20,2,2015,2,0,1
690,5,10,20,2,2015,2,0,1
691,5,5,20,2,2015,0,1,1
692,5,4,20,2,2015,0,1,1
693,4,8,19,2,2015,23,19,1
694,4,10,19,2,2015,22,41,1
695,4,5,19,2,2015,21,49,1
696,4,9,19,2,2015,20,17,1
697,4,4,19,2,2015,19,14,1
698,4,6,19,2,2015,17,30,1
699,4,2,19,2,2015,15,39,1
700,4,9,19,2,2015,15,37,1
701,4,1,19,2,2015,15,5,1
702,4,10,19,2,2015,14,57,1
703,4,6,19,2,2015,12,21,1
704,4,6,19,2,2015,8,57,1
705,4,3,19,2,2015,8,4,1
706,4,3,19,2,2015,8,4,1
707,4,10,19,2,2015,0,1,1
708,3,10,18,2,2015,23,15,1
709,3,3,18,2,2015,22,32,1
710,3,5,18,2,2015,22,24,1
711,3,2,18,2,2015,21,33,1
712,3,8,18,2,2015,17,55,1
713,3,4,18,2,2015,17,43,1
714,3,6,18,2,2015,17,31,1
715,3,3,18,2,2015,17,21,1
716,3,2,18,2,2015,16,39,1
717,3,10,18,2,2015,16,35,1
718,3,3,18,2,2015,13,41,1
719,3,10,18,2,2015,13,25,1
720,3,10,18,2,2015,13,14,1
721,3,6,18,2,2015,13,8,1
722,3,4,18,2,2015,11,31,1
723,3,1,18,2,2015,10,2,1
724,3,4,18,2,2015,9,50,1
725,3,10,18,2,2015,8,26,1
726,3,10,18,2,2015,8,26,1
727,2,2,17,2,2015,22,50,1
728,2,5,17,2,2015,22,0,1
729,2,3,17,2,2015,19,45,1
730,2,4,17,2,2015,17,22,1
731,2,9,17,2,2015,17,5,1
732,2,3,17,2,2015,16,7,1
733,2,4,17,2,2015,16,5,1
734,2,5,17,2,2015,15,21,1
