"day","address","location","date","month","year","hour","min","FRAUD"
3,3000,9,15,4,2015,12,0,1
3,2998,9,15,4,2015,12,0,1
3,3006,6,15,4,2015,11,0,1
3,959,10,15,4,2015,10,30,1
3,959,10,15,4,2015,10,30,1
3,22,10,15,4,2015,9,45,1
3,1407,1,15,4,2015,1,30,1
3,3037,1,15,4,2015,1,30,1
2,154,5,14,4,2015,16,5,1
2,3117,9,14,4,2015,15,34,1
2,3133,5,14,4,2015,13,40,1
2,3137,7,14,4,2015,13,0,1
2,3138,7,14,4,2015,13,0,1
2,232,4,14,4,2015,12,50,1
2,3148,5,14,4,2015,12,0,1
1,3196,9,13,4,2015,23,0,1
1,534,4,13,4,2015,18,0,1
1,3242,3,13,4,2015,18,0,1
1,470,8,13,4,2015,2,36,1
1,3310,1,13,4,2015,2,0,1
7,323,9,5,4,2015,20,30,1
7,3362,5,5,4,2015,19,52,1
7,1345,1,5,4,2015,19,40,1
7,3380,4,5,4,2015,17,0,1
7,3409,9,5,4,2015,12,0,1
7,3425,9,5,4,2015,8,0,1
7,3448,9,5,4,2015,0,1,1
7,1441,1,5,4,2015,0,1,1
6,1041,5,4,4,2015,23,0,1
6,3467,2,4,4,2015,22,30,1
6,1991,10,4,4,2015,21,47,1
6,1091,10,4,4,2015,20,48,1
6,146,10,4,4,2015,17,7,1
6,722,8,4,4,2015,16,7,1
6,1713,9,4,4,2015,14,50,1
6,3536,9,4,4,2015,14,0,1
6,92,1,4,4,2015,14,0,1
6,177,10,4,4,2015,1,17,1
6,3605,8,4,4,2015,0,25,1
6,741,2,4,4,2015,0,1,1
5,3604,4,3,4,2015,23,0,1
5,3637,9,3,4,2015,21,0,1
5,176,1,3,4,2015,15,50,1
5,1704,2,3,4,2015,15,30,1
5,326,2,3,4,2015,14,0,1
5,2191,1,3,4,2015,13,35,1
5,1766,1,3,4,2015,13,0,1
5,3014,9,3,4,2015,12,0,1
5,1345,1,3,4,2015,10,53,1
5,379,1,3,4,2015,10,21,1
5,2614,8,3,4,2015,1,9,1
4,22,10,2,4,2015,23,13,1
4,22,10,2,4,2015,23,13,1
4,3793,4,2,4,2015,22,0,1
4,3795,7,2,4,2015,21,30,1
4,615,1,2,4,2015,20,0,1
4,511,4,2,4,2015,19,0,1
4,355,2,2,4,2015,18,46,1
4,974,8,2,4,2015,12,45,1
4,3876,3,2,4,2015,9,10,1
4,3881,4,2,4,2015,9,0,1
4,2805,8,2,4,2015,9,0,1
4,2383,5,2,4,2015,0,30,1
3,3918,4,1,4,2015,21,31,1
3,3929,9,1,4,2015,21,0,1
3,1804,5,1,4,2015,16,15,1
3,3974,5,1,4,2015,16,0,1
3,2113,9,1,4,2015,13,0,1
3,3984,4,1,4,2015,13,0,1
3,3985,8,1,4,2015,12,50,1
3,4004,2,1,4,2015,10,0,1
3,630,1,1,4,2015,9,0,1
3,893,10,1,4,2015,8,45,1
3,125,2,1,4,2015,8,0,1
3,1397,3,1,4,2015,7,14,1
3,146,10,1,4,2015,1,20,1
3,4030,1,1,4,2015,0,1,1
3,146,10,1,4,2015,0,1,1
2,4067,1,31,3,2015,18,55,1
2,4070,7,31,3,2015,18,30,1
2,1116,2,31,3,2015,18,0,1
2,12,5,31,3,2015,17,0,1
2,864,9,31,3,2015,14,5,1
2,4111,10,31,3,2015,13,0,1
2,4125,4,31,3,2015,11,18,1
2,4132,7,31,3,2015,10,0,1
2,398,9,31,3,2015,8,15,1
2,4157,7,31,3,2015,2,54,1
2,4165,6,31,3,2015,0,1,1
2,2898,7,31,3,2015,0,1,1
1,1445,1,30,3,2015,14,36,1
1,4264,1,30,3,2015,12,0,1
1,716,5,30,3,2015,10,37,1
1,511,4,30,3,2015,7,46,1
1,1008,7,30,3,2015,0,1,1
1,4293,9,30,3,2015,0,1,1
7,4311,9,22,3,2015,20,20,1
7,93,7,22,3,2015,16,10,1
7,4348,9,22,3,2015,15,0,1
7,125,2,22,3,2015,13,30,1
7,125,2,22,3,2015,13,30,1
7,4389,6,22,3,2015,8,22,1
7,3440,4,22,3,2015,4,11,1
7,4418,2,22,3,2015,0,1,1
6,158,2,21,3,2015,21,15,1
6,1485,5,21,3,2015,19,0,1
6,4457,7,21,3,2015,18,55,1
6,375,7,21,3,2015,16,0,1
6,4479,5,21,3,2015,15,45,1
6,1074,3,21,3,2015,14,0,1
6,772,10,21,3,2015,10,30,1
6,2855,1,21,3,2015,8,50,1
5,1792,2,20,3,2015,23,30,1
5,655,5,20,3,2015,17,0,1
5,2904,2,20,3,2015,15,25,1
5,451,2,20,3,2015,15,0,1
5,125,2,20,3,2015,11,59,1
5,1761,1,20,3,2015,11,20,1
5,3670,7,20,3,2015,10,30,1
5,1061,4,20,3,2015,9,0,1
5,1882,4,20,3,2015,0,1,1
4,3679,4,19,3,2015,20,0,1
4,3952,1,19,3,2015,19,0,1
4,872,2,19,3,2015,17,0,1
4,2404,2,19,3,2015,16,20,1
4,4004,2,19,3,2015,15,0,1
4,927,1,19,3,2015,14,30,1
4,3668,2,19,3,2015,12,0,1
4,191,3,19,3,2015,0,1,1
4,146,10,19,3,2015,0,1,1
4,146,10,19,3,2015,0,1,1
3,21,5,18,3,2015,23,30,1
3,4806,9,18,3,2015,19,0,1
3,4712,7,18,3,2015,18,30,1
3,1317,9,18,3,2015,16,0,1
3,4833,1,18,3,2015,14,47,1
3,4833,1,18,3,2015,14,47,1
3,376,2,18,3,2015,8,50,1
3,4864,8,18,3,2015,7,45,1
3,424,1,18,3,2015,0,1,1
3,65,4,18,3,2015,0,1,1
3,4885,6,18,3,2015,0,1,1
2,4892,4,17,3,2015,22,30,1
2,4939,8,17,3,2015,15,30,1
2,1287,2,17,3,2015,12,11,1
2,4819,5,17,3,2015,12,0,1
2,4961,2,17,3,2015,11,30,1
2,4086,1,17,3,2015,4,41,1
2,4086,1,17,3,2015,4,41,1
1,5024,8,16,3,2015,20,0,1
1,5032,5,16,3,2015,19,23,1
1,5044,9,16,3,2015,18,4,1
1,3015,6,16,3,2015,18,0,1
1,1470,1,16,3,2015,14,30,1
7,5127,8,8,3,2015,22,48,1
7,2814,4,8,3,2015,21,20,1
7,1191,10,8,3,2015,20,0,1
7,1790,1,8,3,2015,10,10,1
6,1600,6,7,3,2015,18,0,1
6,1335,6,7,3,2015,16,45,1
6,904,5,7,3,2015,15,0,1
6,471,9,7,3,2015,12,0,1
6,5304,5,7,3,2015,12,0,1
6,5329,8,7,3,2015,3,0,1
6,5339,4,7,3,2015,0,55,1
6,408,2,7,3,2015,0,11,1
5,2783,4,6,3,2015,22,46,1
5,392,4,6,3,2015,20,40,1
5,2126,4,6,3,2015,20,30,1
5,1882,4,6,3,2015,17,0,1
5,1433,10,6,3,2015,16,0,1
5,872,2,6,3,2015,12,36,1
5,3797,3,6,3,2015,10,30,1
5,4108,6,6,3,2015,3,49,1
4,5483,10,5,3,2015,21,24,1
4,926,4,5,3,2015,16,0,1
4,926,4,5,3,2015,16,0,1
4,1074,3,5,3,2015,15,45,1
4,428,4,5,3,2015,15,0,1
4,146,10,5,3,2015,14,28,1
3,3450,7,4,3,2015,18,40,1
3,36,2,4,3,2015,16,30,1
3,125,2,4,3,2015,14,0,1
3,2878,1,4,3,2015,12,0,1
3,5620,9,4,3,2015,12,0,1
3,2030,6,4,3,2015,12,0,1
3,511,4,4,3,2015,8,0,1
3,5650,5,4,3,2015,0,1,1
2,4535,1,3,3,2015,23,30,1
2,3368,3,3,3,2015,18,0,1
2,5688,7,3,3,2015,18,0,1
2,4955,9,3,3,2015,17,0,1
2,1778,9,3,3,2015,15,0,1
2,5712,9,3,3,2015,15,0,1
2,5711,4,3,3,2015,15,0,1
2,1481,5,3,3,2015,10,30,1
2,146,10,3,3,2015,0,42,1
1,511,4,2,3,2015,19,1,1
1,146,10,2,3,2015,18,0,1
1,654,1,2,3,2015,17,44,1
1,5798,7,2,3,2015,17,0,1
1,4908,2,2,3,2015,17,0,1
1,4908,2,2,3,2015,16,45,1
1,408,2,2,3,2015,15,32,1
1,1428,3,2,3,2015,11,0,1
1,105,5,2,3,2015,9,0,1
7,5874,5,22,2,2015,19,14,1
7,256,2,22,2,2015,13,0,1
7,1039,5,22,2,2015,12,20,1
7,568,4,22,2,2015,11,0,1
7,1192,9,22,2,2015,7,30,1
6,192,1,21,2,2015,23,47,1
6,192,1,21,2,2015,23,47,1
6,2548,8,21,2,2015,23,0,1
6,1820,7,21,2,2015,16,30,1
6,4599,1,21,2,2015,16,0,1
6,511,4,21,2,2015,15,0,1
6,2535,4,21,2,2015,8,45,1
6,904,5,21,2,2015,2,0,1
5,2976,1,20,2,2015,23,45,1
5,3937,4,20,2,2015,22,30,1
5,1066,10,20,2,2015,19,0,1
5,6112,5,20,2,2015,18,40,1
5,6112,5,20,2,2015,18,40,1
5,6131,6,20,2,2015,15,0,1
5,4603,5,20,2,2015,14,0,1
5,4359,8,20,2,2015,12,36,1
5,1800,1,20,2,2015,12,15,1
5,6159,4,20,2,2015,10,0,1
5,283,10,20,2,2015,8,0,1
5,2601,3,20,2,2015,7,30,1
5,1913,5,20,2,2015,0,1,1
5,1913,5,20,2,2015,0,1,1
4,6188,3,19,2,2015,23,0,1
4,1816,2,19,2,2015,22,0,1
4,1162,1,19,2,2015,21,20,1
4,6202,7,19,2,2015,20,30,1
4,981,2,19,2,2015,20,0,1
4,4826,4,19,2,2015,13,15,1
4,1136,4,19,2,2015,12,0,1
4,6255,3,19,2,2015,10,48,1
4,896,2,19,2,2015,9,30,1
4,2267,2,19,2,2015,8,3,1
4,6269,4,19,2,2015,8,0,1
3,1816,2,18,2,2015,22,8,1
3,1506,7,18,2,2015,17,15,1
3,6316,9,18,2,2015,17,0,1
3,6316,9,18,2,2015,17,0,1
3,1816,2,18,2,2015,17,0,1
3,327,7,18,2,2015,17,0,1
3,232,4,18,2,2015,16,0,1
3,6327,7,18,2,2015,15,0,1
3,510,1,18,2,2015,14,55,1
3,511,4,18,2,2015,13,28,1
3,359,10,18,2,2015,13,25,1
3,1455,1,18,2,2015,9,0,1
2,5352,9,17,2,2015,19,30,1
2,3974,5,17,2,2015,19,0,1
2,3287,2,17,2,2015,17,0,1
2,1557,9,17,2,2015,16,24,1
2,3572,9,17,2,2015,16,0,1
2,6412,4,17,2,2015,15,33,1
2,4156,4,17,2,2015,15,30,1
2,2620,5,17,2,2015,13,40,1
2,146,10,17,2,2015,12,0,1
2,2060,4,17,2,2015,11,30,1
2,5275,4,17,2,2015,10,2,1
2,6440,9,17,2,2015,10,0,1
2,6443,8,17,2,2015,9,0,1
2,673,10,17,2,2015,6,0,1
2,2372,5,17,2,2015,1,0,1
1,552,4,16,2,2015,21,30,1
1,192,1,16,2,2015,18,27,1
1,192,1,16,2,2015,18,27,1
1,146,10,16,2,2015,18,20,1
1,644,1,16,2,2015,16,40,1
1,408,2,16,2,2015,16,0,1
1,27,5,16,2,2015,15,0,1
1,1778,9,16,2,2015,13,30,1
1,5397,8,16,2,2015,13,25,1
1,6524,8,16,2,2015,9,0,1
1,2862,10,16,2,2015,8,32,1
7,948,1,8,2,2015,17,0,1
7,36,2,8,2,2015,10,15,1
7,331,2,8,2,2015,10,0,1
7,359,10,8,2,2015,0,40,1
7,3630,10,8,2,2015,0,1,1
6,2221,9,7,2,2015,19,0,1
6,1074,3,7,2,2015,11,5,1
6,115,8,7,2,2015,9,10,1
6,6682,3,7,2,2015,9,0,1
6,6695,5,7,2,2015,2,0,1
5,2685,8,6,2,2015,7,0,1
5,2685,8,6,2,2015,7,0,1
5,1525,4,6,2,2015,6,0,1
5,1702,1,6,2,2015,4,0,1
5,1914,10,6,2,2015,0,51,1
5,644,1,6,2,2015,0,40,1
5,1388,8,6,2,2015,0,1,1
5,125,2,6,2,2015,0,1,1
4,2371,10,5,2,2015,19,30,1
4,408,2,5,2,2015,17,15,1
4,3214,8,5,2,2015,15,0,1
4,3775,5,5,2,2015,12,0,1
3,3116,1,4,2,2015,21,0,1
3,146,10,4,2,2015,20,20,1
3,6883,9,4,2,2015,20,7,1
3,6350,1,4,2,2015,18,58,1
3,6906,5,4,2,2015,17,0,1
3,392,4,4,2,2015,12,20,1
3,323,9,4,2,2015,12,18,1
3,6932,9,4,2,2015,10,0,1
3,27,5,4,2,2015,9,41,1
3,28,4,4,2,2015,9,29,1
2,138,2,3,2,2015,21,0,1
2,138,2,3,2,2015,21,0,1
2,125,2,3,2,2015,20,0,1
2,1090,4,3,2,2015,19,30,1
2,256,2,3,2,2015,11,0,1
2,7020,5,3,2,2015,10,0,1
2,402,4,3,2,2015,5,30,1
1,146,10,2,2,2015,23,38,1
1,3846,5,2,2,2015,21,0,1
1,7067,5,2,2,2015,19,46,1
1,714,2,2,2,2015,19,0,1
1,139,2,2,2,2015,18,0,1
1,7097,6,2,2,2015,13,0,1
1,3334,5,2,2,2015,13,0,1
1,7101,5,2,2,2015,12,0,1
1,13,3,2,2,2015,0,1,1
7,7136,8,25,1,2015,23,0,1
7,5647,8,25,1,2015,17,0,1
7,256,2,25,1,2015,13,51,1
7,1445,1,25,1,2015,11,0,1
7,7200,1,25,1,2015,0,1,1
6,2391,2,24,1,2015,22,45,1
6,166,10,24,1,2015,19,3,1
6,323,9,24,1,2015,17,50,1
6,102,10,24,1,2015,14,0,1
6,1210,1,24,1,2015,4,9,1
6,1210,1,24,1,2015,4,9,1
5,7282,5,23,1,2015,22,0,1
5,2869,10,23,1,2015,20,27,1
5,2323,8,23,1,2015,19,30,1
5,5812,9,23,1,2015,16,30,1
5,646,6,23,1,2015,15,0,1
5,4941,1,23,1,2015,14,30,1
5,2795,1,23,1,2015,9,0,1
4,28,4,22,1,2015,23,0,1
4,7385,4,22,1,2015,15,30,1
4,213,4,22,1,2015,14,9,1
3,7441,7,21,1,2015,18,23,1
3,7464,7,21,1,2015,12,0,1
3,7441,7,21,1,2015,11,45,1
3,507,5,21,1,2015,0,1,1
3,3071,1,21,1,2015,0,1,1
2,978,1,20,1,2015,18,10,1
2,978,1,20,1,2015,18,10,1
2,220,4,20,1,2015,16,47,1
2,7523,9,20,1,2015,15,0,1
2,318,6,20,1,2015,12,0,1
2,974,8,20,1,2015,11,0,1
2,36,2,20,1,2015,10,0,1
2,7538,8,20,1,2015,9,4,1
2,213,4,20,1,2015,8,0,1
2,2270,1,20,1,2015,0,30,1
2,94,1,20,1,2015,0,1,1
1,1341,7,19,1,2015,18,0,1
1,408,2,19,1,2015,17,30,1
1,2264,3,19,1,2015,17,0,1
1,7593,1,19,1,2015,14,19,1
1,63,1,19,1,2015,12,45,1
1,326,2,19,1,2015,9,0,1
1,36,2,19,1,2015,8,0,1
1,7401,5,19,1,2015,3,36,1
1,7634,4,19,1,2015,0,1,1
1,355,2,19,1,2015,0,1,1
7,959,10,11,1,2015,17,30,1
7,146,10,11,1,2015,13,15,1
7,471,9,11,1,2015,12,0,1
7,1210,1,11,1,2015,11,20,1
6,7723,1,10,1,2015,17,35,1
6,132,7,10,1,2015,16,20,1
6,2811,1,10,1,2015,13,0,1
6,363,2,10,1,2015,12,3,1
6,408,2,10,1,2015,11,3,1
5,3966,2,9,1,2015,23,45,1
5,2004,6,9,1,2015,15,0,1
5,583,4,9,1,2015,13,45,1
5,167,5,9,1,2015,13,0,1
5,3660,4,9,1,2015,12,0,1
5,2575,9,9,1,2015,12,0,1
5,5776,6,9,1,2015,11,30,1
5,1816,2,9,1,2015,7,39,1
5,22,10,9,1,2015,0,1,1
4,256,2,8,1,2015,22,40,1
4,7857,1,8,1,2015,17,45,1
4,7890,5,8,1,2015,9,5,1
4,1016,4,8,1,2015,8,0,1
3,146,10,7,1,2015,23,35,1
3,4006,9,7,1,2015,23,0,1
3,125,2,7,1,2015,20,15,1
3,554,10,7,1,2015,18,55,1
3,408,2,7,1,2015,18,2,1
3,318,6,7,1,2015,17,0,1
3,7939,1,7,1,2015,16,45,1
3,296,8,7,1,2015,13,0,1
3,510,1,7,1,2015,13,0,1
3,1269,8,7,1,2015,3,30,1
3,548,10,7,1,2015,0,5,1
3,3003,9,7,1,2015,0,1,1
2,7973,7,6,1,2015,23,30,1
2,97,2,6,1,2015,18,20,1
2,1914,10,6,1,2015,18,20,1
2,408,2,6,1,2015,15,17,1
2,408,2,6,1,2015,15,17,1
2,1371,9,6,1,2015,15,0,1
2,2799,5,6,1,2015,9,30,1
2,8033,5,6,1,2015,9,0,1
2,192,1,6,1,2015,5,0,1
2,192,1,6,1,2015,5,0,1
2,192,1,6,1,2015,5,0,1
2,502,4,6,1,2015,0,1,1
2,5541,3,6,1,2015,0,1,1
2,8044,9,6,1,2015,0,1,1
2,5140,6,6,1,2015,0,1,1
1,213,4,5,1,2015,20,50,1
1,36,2,5,1,2015,17,30,1
1,3624,1,5,1,2015,17,20,1
1,3624,1,5,1,2015,17,20,1
1,1210,1,5,1,2015,14,50,1
1,2708,5,5,1,2015,14,0,1
1,213,4,5,1,2015,13,0,1
1,7087,9,5,1,2015,10,0,1
1,4703,1,5,1,2015,10,0,1
1,4703,1,5,1,2015,10,0,1
1,5397,8,5,1,2015,10,0,1
1,8091,8,5,1,2015,9,0,1
1,581,9,5,1,2015,9,0,1
1,8094,9,5,1,2015,8,30,1
1,1150,2,5,1,2015,0,1,1
1,8113,6,5,1,2015,0,1,1
7,408,2,28,12,2014,18,40,1
7,92,1,28,12,2014,14,16,1
7,125,2,28,12,2014,12,50,1
7,39,3,28,12,2014,12,45,1
7,4137,9,28,12,2014,8,0,1
7,8155,7,28,12,2014,4,0,1
7,430,1,28,12,2014,2,0,1
7,2367,1,28,12,2014,1,22,1
7,408,2,28,12,2014,0,1,1
6,1039,5,27,12,2014,23,0,1
6,927,1,27,12,2014,19,50,1
6,38,10,27,12,2014,18,40,1
6,2101,1,27,12,2014,18,0,1
6,5917,9,27,12,2014,16,47,1
6,63,1,27,12,2014,14,0,1
5,630,1,26,12,2014,20,0,1
5,1969,4,26,12,2014,18,0,1
5,2170,5,26,12,2014,17,0,1
5,5787,3,26,12,2014,16,20,1
5,323,9,26,12,2014,16,0,1
5,8257,6,26,12,2014,11,9,1
5,1150,2,26,12,2014,9,0,1
5,8266,7,26,12,2014,9,0,1
4,232,4,25,12,2014,11,0,1
4,2563,10,25,12,2014,9,20,1
4,2563,10,25,12,2014,9,20,1
3,4458,1,24,12,2014,21,39,1
3,716,5,24,12,2014,15,30,1
3,8356,4,24,12,2014,12,0,1
3,213,4,24,12,2014,8,0,1
2,216,6,23,12,2014,23,0,1
2,507,5,23,12,2014,20,0,1
2,5483,10,23,12,2014,18,54,1
2,8400,1,23,12,2014,18,30,1
2,8328,10,23,12,2014,18,20,1
2,4225,1,23,12,2014,17,52,1
2,408,2,23,12,2014,14,59,1
2,1914,10,23,12,2014,14,0,1
2,2563,10,23,12,2014,13,30,1
2,1254,2,23,12,2014,13,0,1
2,8428,8,23,12,2014,12,0,1
2,5105,4,23,12,2014,12,0,1
2,8436,2,23,12,2014,9,0,1
1,146,10,22,12,2014,20,17,1
1,52,5,22,12,2014,16,10,1
1,1077,4,22,12,2014,15,0,1
1,1823,1,22,12,2014,13,0,1
1,1473,1,22,12,2014,12,30,1
1,6855,8,22,12,2014,12,0,1
1,8499,5,22,12,2014,9,30,1
1,8502,6,22,12,2014,8,0,1
1,343,4,22,12,2014,3,0,1
7,3179,5,14,12,2014,20,0,1
7,755,4,14,12,2014,19,20,1
7,146,10,14,12,2014,18,7,1
7,7769,8,14,12,2014,17,15,1
7,408,2,14,12,2014,14,0,1
7,5124,10,14,12,2014,13,0,1
7,8542,9,14,12,2014,11,50,1
7,8550,4,14,12,2014,8,0,1
7,829,1,14,12,2014,1,30,1
7,829,1,14,12,2014,1,30,1
7,324,1,14,12,2014,0,21,1
7,7585,1,14,12,2014,0,1,1
6,5658,5,13,12,2014,17,0,1
6,408,2,13,12,2014,14,42,1
6,1751,6,13,12,2014,13,15,1
6,8591,3,13,12,2014,12,0,1
6,8593,8,13,12,2014,11,9,1
5,3577,6,12,12,2014,21,10,1
5,1083,1,12,12,2014,17,30,1
5,3567,6,12,12,2014,17,0,1
5,3567,6,12,12,2014,17,0,1
5,8655,7,12,12,2014,15,22,1
5,2222,1,12,12,2014,15,0,1
5,8656,3,12,12,2014,15,0,1
5,3777,9,12,12,2014,14,15,1
5,1914,10,12,12,2014,13,40,1
5,125,2,12,12,2014,12,0,1
5,5265,4,12,12,2014,12,0,1
5,8663,8,12,12,2014,12,0,1
5,7975,2,12,12,2014,10,55,1
5,8670,4,12,12,2014,7,58,1
4,146,10,11,12,2014,23,41,1
4,1182,5,11,12,2014,22,0,1
4,1191,10,11,12,2014,21,30,1
4,6540,4,11,12,2014,14,0,1
4,3015,6,11,12,2014,8,0,1
3,2478,8,10,12,2014,20,0,1
3,47,2,10,12,2014,18,0,1
3,1254,2,10,12,2014,17,0,1
3,3574,7,10,12,2014,16,53,1
3,5061,1,10,12,2014,16,30,1
3,8769,9,10,12,2014,10,0,1
3,4284,1,10,12,2014,9,0,1
3,125,2,10,12,2014,0,1,1
3,3577,6,10,12,2014,0,1,1
2,125,2,9,12,2014,20,30,1
2,8820,8,9,12,2014,16,15,1
2,1373,1,9,12,2014,15,40,1
2,5757,7,9,12,2014,15,0,1
2,3497,8,9,12,2014,10,35,1
2,853,2,9,12,2014,9,45,1
2,8655,7,9,12,2014,8,51,1
1,1558,1,8,12,2014,19,40,1
1,36,2,8,12,2014,15,33,1
1,8869,8,8,12,2014,15,0,1
1,146,10,8,12,2014,14,0,1
1,146,10,8,12,2014,12,35,1
1,8293,6,8,12,2014,8,0,1
1,3093,5,8,12,2014,0,1,1
1,8895,3,8,12,2014,0,1,1
7,1816,2,30,11,2014,22,26,1
7,146,10,30,11,2014,22,15,1
7,28,4,30,11,2014,20,41,1
7,3533,1,30,11,2014,20,15,1
7,4012,6,30,11,2014,18,0,1
7,146,10,30,11,2014,17,42,1
7,3609,5,30,11,2014,17,30,1
7,8343,8,30,11,2014,17,10,1
7,408,2,30,11,2014,12,0,1
7,5303,6,30,11,2014,10,35,1
7,300,5,30,11,2014,0,37,1
6,1406,4,29,11,2014,23,30,1
6,1812,3,29,11,2014,19,30,1
6,3205,1,29,11,2014,15,12,1
6,8970,4,29,11,2014,14,15,1
6,7116,6,29,11,2014,1,50,1
6,7145,2,29,11,2014,0,1,1
6,1345,1,29,11,2014,0,1,1
6,4910,5,29,11,2014,0,1,1
5,3892,2,28,11,2014,23,5,1
5,3892,2,28,11,2014,23,5,1
5,9002,9,28,11,2014,21,0,1
5,601,9,28,11,2014,16,0,1
5,192,1,28,11,2014,13,0,1
5,1935,5,28,11,2014,12,40,1
5,323,9,28,11,2014,12,0,1
5,793,6,28,11,2014,10,0,1
5,1533,5,28,11,2014,9,30,1
5,644,1,28,11,2014,8,0,1
5,3664,4,28,11,2014,2,0,1
5,964,3,28,11,2014,0,1,1
4,9068,7,27,11,2014,12,0,1
4,125,2,27,11,2014,10,30,1
4,7152,4,27,11,2014,8,0,1
4,9084,9,27,11,2014,0,1,1
3,1525,4,26,11,2014,20,0,1
3,1254,2,26,11,2014,17,0,1
3,190,9,26,11,2014,15,6,1
3,9121,9,26,11,2014,14,50,1
3,146,10,26,11,2014,12,30,1
3,4836,6,26,11,2014,11,50,1
3,392,4,26,11,2014,11,0,1
3,9135,9,26,11,2014,10,30,1
3,979,4,26,11,2014,7,3,1
3,823,2,26,11,2014,7,0,1
3,6634,1,26,11,2014,0,1,1
2,1116,2,25,11,2014,22,0,1
2,1116,2,25,11,2014,22,0,1
2,2543,5,25,11,2014,21,30,1
