"day","address","location","date","month","year","hour","min","WEAPONLAWS"
7,9263,2,16,11,2014,21,58,1
7,9263,2,16,11,2014,21,58,1
7,9287,3,16,11,2014,11,28,1
7,9287,3,16,11,2014,11,28,1
7,9293,3,16,11,2014,2,46,1
5,1039,5,14,11,2014,21,30,1
5,7243,1,14,11,2014,20,55,1
4,9417,8,13,11,2014,21,54,1
4,125,2,13,11,2014,20,35,1
4,125,2,13,11,2014,20,35,1
4,6463,1,13,11,2014,19,0,1
4,9437,4,13,11,2014,15,13,1
4,9437,4,13,11,2014,15,13,1
4,9437,4,13,11,2014,15,13,1
4,2907,4,13,11,2014,13,46,1
4,1345,1,13,11,2014,8,40,1
4,2019,1,13,11,2014,3,0,1
3,6279,9,12,11,2014,9,45,1
2,888,8,11,11,2014,19,37,1
2,255,10,11,11,2014,15,30,1
1,4575,3,10,11,2014,21,45,1
1,6787,3,10,11,2014,19,20,1
1,6787,3,10,11,2014,19,20,1
1,908,10,10,11,2014,16,17,1
1,5445,8,10,11,2014,13,45,1
1,6040,9,10,11,2014,10,10,1
1,1982,3,10,11,2014,9,11,1
7,3329,10,2,11,2014,21,45,1
7,3329,10,2,11,2014,21,45,1
7,8812,4,2,11,2014,17,15,1
7,234,6,2,11,2014,14,55,1
6,1920,5,1,11,2014,18,42,1
6,1920,5,1,11,2014,18,42,1
6,1920,5,1,11,2014,18,42,1
6,4047,3,1,11,2014,1,7,1
6,4047,3,1,11,2014,1,7,1
6,4047,3,1,11,2014,1,7,1
6,4047,3,1,11,2014,1,7,1
5,9734,5,31,10,2014,18,53,1
5,3892,2,31,10,2014,16,33,1
5,3892,2,31,10,2014,16,33,1
5,524,9,31,10,2014,15,22,1
5,524,9,31,10,2014,15,22,1
5,524,9,31,10,2014,15,22,1
5,4647,1,31,10,2014,15,0,1
5,363,2,31,10,2014,14,53,1
5,363,2,31,10,2014,14,53,1
5,2706,10,31,10,2014,1,10,1
4,9775,9,30,10,2014,21,47,1
4,88,2,30,10,2014,13,56,1
3,1045,2,29,10,2014,23,30,1
3,872,2,29,10,2014,23,14,1
3,872,2,29,10,2014,23,14,1
3,9804,8,29,10,2014,16,45,1
3,8116,1,29,10,2014,16,16,1
3,8116,1,29,10,2014,16,16,1
3,8116,1,29,10,2014,16,16,1
3,1297,1,29,10,2014,0,25,1
2,125,2,28,10,2014,17,0,1
2,4676,4,28,10,2014,8,19,1
2,2976,1,28,10,2014,0,5,1
2,2976,1,28,10,2014,0,5,1
2,2976,1,28,10,2014,0,5,1
1,554,10,27,10,2014,15,30,1
1,1991,10,27,10,2014,4,35,1
7,9983,3,19,10,2014,14,50,1
7,9983,3,19,10,2014,14,50,1
7,9983,3,19,10,2014,14,50,1
7,9983,3,19,10,2014,14,50,1
6,298,9,18,10,2014,22,0,1
6,10008,4,18,10,2014,21,45,1
6,2414,3,18,10,2014,20,10,1
6,2414,3,18,10,2014,20,10,1
5,2589,4,17,10,2014,19,27,1
5,2589,4,17,10,2014,19,27,1
5,125,2,17,10,2014,9,30,1
5,10106,3,17,10,2014,0,5,1
4,223,10,16,10,2014,21,49,1
4,10124,4,16,10,2014,18,46,1
4,2348,1,16,10,2014,18,0,1
4,2348,1,16,10,2014,18,0,1
4,1882,4,16,10,2014,15,32,1
4,7183,4,16,10,2014,14,15,1
4,5077,9,16,10,2014,12,0,1
3,63,1,15,10,2014,22,31,1
3,554,10,15,10,2014,18,30,1
2,2737,3,14,10,2014,15,38,1
1,1742,1,13,10,2014,18,45,1
1,358,6,13,10,2014,15,53,1
1,2120,3,13,10,2014,15,25,1
1,3299,8,13,10,2014,14,0,1
1,1160,1,13,10,2014,11,25,1
7,3856,4,5,10,2014,21,30,1
7,10304,3,5,10,2014,19,17,1
7,125,2,5,10,2014,13,54,1
6,823,2,4,10,2014,23,30,1
6,823,2,4,10,2014,23,30,1
6,7769,8,4,10,2014,16,20,1
6,2330,4,4,10,2014,4,25,1
5,5155,9,3,10,2014,23,30,1
5,1285,5,3,10,2014,23,23,1
5,7633,3,3,10,2014,19,47,1
5,4870,8,3,10,2014,15,35,1
5,4870,8,3,10,2014,15,35,1
5,8609,5,3,10,2014,11,7,1
5,88,2,3,10,2014,0,7,1
4,3960,2,2,10,2014,23,10,1
4,912,10,2,10,2014,21,10,1
4,435,10,2,10,2014,17,0,1
4,2682,6,2,10,2014,14,10,1
4,908,10,2,10,2014,13,36,1
4,908,10,2,10,2014,13,36,1
4,9499,4,2,10,2014,9,46,1
4,1869,8,2,10,2014,1,30,1
3,4463,8,1,10,2014,21,39,1
2,5970,1,30,9,2014,17,59,1
2,83,2,30,9,2014,12,40,1
2,3724,5,30,9,2014,0,1,1
1,10602,1,29,9,2014,9,0,1
7,1161,4,21,9,2014,23,28,1
7,8960,3,21,9,2014,20,46,1
7,4909,1,21,9,2014,13,30,1
7,5692,3,21,9,2014,12,30,1
6,1620,10,20,9,2014,22,51,1
6,1470,1,20,9,2014,18,0,1
6,5959,9,20,9,2014,12,30,1
6,1489,8,20,9,2014,11,15,1
6,8998,8,20,9,2014,10,15,1
6,8998,8,20,9,2014,10,15,1
5,10707,8,19,9,2014,23,52,1
5,10707,8,19,9,2014,23,52,1
5,2945,3,19,9,2014,22,25,1
5,435,10,19,9,2014,20,42,1
5,4832,4,19,9,2014,19,32,1
5,1781,3,19,9,2014,19,17,1
5,4853,8,19,9,2014,18,0,1
5,10236,6,19,9,2014,7,44,1
4,8040,8,18,9,2014,22,0,1
4,2945,3,18,9,2014,20,18,1
4,2945,3,18,9,2014,20,18,1
4,397,4,18,9,2014,19,59,1
4,3694,8,18,9,2014,18,0,1
4,9463,3,18,9,2014,16,37,1
4,9463,3,18,9,2014,16,37,1
4,855,4,18,9,2014,14,30,1
4,924,5,18,9,2014,12,55,1
3,6065,4,17,9,2014,23,19,1
3,6065,4,17,9,2014,23,19,1
3,8503,8,17,9,2014,19,13,1
3,8503,8,17,9,2014,19,13,1
3,8503,8,17,9,2014,19,13,1
3,926,4,17,9,2014,16,8,1
3,9468,3,17,9,2014,13,36,1
3,708,1,17,9,2014,9,13,1
3,2076,6,17,9,2014,8,0,1
2,10825,8,16,9,2014,20,15,1
2,1204,2,16,9,2014,18,26,1
2,501,4,16,9,2014,12,28,1
1,4062,4,15,9,2014,18,1,1
1,4062,4,15,9,2014,18,1,1
1,4062,4,15,9,2014,18,1,1
1,7033,8,15,9,2014,16,45,1
1,10864,6,15,9,2014,15,7,1
7,1895,3,7,9,2014,22,0,1
7,3396,10,7,9,2014,17,53,1
6,2478,8,6,9,2014,14,31,1
6,3049,5,6,9,2014,0,22,1
5,125,2,5,9,2014,18,22,1
5,6010,1,5,9,2014,17,20,1
5,7308,6,5,9,2014,4,42,1
5,5444,10,5,9,2014,2,35,1
4,1281,2,4,9,2014,17,57,1
4,211,5,4,9,2014,15,30,1
4,3165,6,4,9,2014,13,30,1
3,976,4,3,9,2014,17,31,1
3,870,4,3,9,2014,16,57,1
3,870,4,3,9,2014,16,57,1
3,191,3,3,9,2014,13,1,1
2,7848,3,2,9,2014,20,30,1
2,1234,3,2,9,2014,16,36,1
2,1234,3,2,9,2014,16,36,1
2,677,2,2,9,2014,15,1,1
2,677,2,2,9,2014,15,1,1
2,139,2,2,9,2014,11,50,1
2,5138,4,2,9,2014,9,10,1
2,11108,8,2,9,2014,2,5,1
1,4719,1,1,9,2014,13,25,1
1,3120,7,1,9,2014,9,0,1
1,3120,7,1,9,2014,9,0,1
1,5422,5,1,9,2014,2,52,1
7,1224,1,24,8,2014,9,30,1
7,3419,8,24,8,2014,3,0,1
6,209,4,23,8,2014,22,41,1
6,39,3,23,8,2014,22,22,1
6,4893,3,23,8,2014,4,18,1
5,8574,1,22,8,2014,23,50,1
5,4062,4,22,8,2014,15,40,1
5,11213,9,22,8,2014,15,35,1
4,310,8,21,8,2014,21,0,1
4,1943,2,21,8,2014,19,10,1
4,554,10,21,8,2014,16,20,1
4,4024,8,21,8,2014,10,48,1
4,1567,5,21,8,2014,8,2,1
3,13,3,20,8,2014,21,25,1
3,357,4,20,8,2014,17,31,1
3,701,9,20,8,2014,16,1,1
3,2854,8,20,8,2014,12,0,1
2,3474,3,19,8,2014,20,8,1
2,3474,3,19,8,2014,20,8,1
2,7672,8,19,8,2014,17,24,1
2,7672,8,19,8,2014,17,24,1
2,7672,8,19,8,2014,17,24,1
2,137,8,19,8,2014,16,41,1
1,5403,5,18,8,2014,19,53,1
1,125,2,18,8,2014,15,20,1
7,363,2,10,8,2014,19,5,1
7,2924,5,10,8,2014,17,58,1
7,2270,1,10,8,2014,16,8,1
7,2270,1,10,8,2014,16,8,1
7,11419,9,10,8,2014,16,2,1
7,11419,9,10,8,2014,16,2,1
7,70,10,10,8,2014,6,30,1
6,11452,6,9,8,2014,19,55,1
6,1052,4,9,8,2014,19,26,1
6,6478,9,9,8,2014,18,45,1
6,2170,5,9,8,2014,17,0,1
6,511,4,9,8,2014,12,57,1
6,1694,1,9,8,2014,8,16,1
5,97,2,8,8,2014,23,43,1
5,5782,5,8,8,2014,21,44,1
5,11484,4,8,8,2014,19,47,1
5,11484,4,8,8,2014,19,47,1
5,772,10,8,8,2014,16,11,1
5,5093,2,8,8,2014,14,25,1
5,144,4,8,8,2014,11,20,1
5,747,2,8,8,2014,3,46,1
4,105,5,7,8,2014,20,55,1
4,2156,2,7,8,2014,17,41,1
4,2156,2,7,8,2014,17,41,1
4,2156,2,7,8,2014,17,41,1
4,1091,10,7,8,2014,8,30,1
4,11541,5,7,8,2014,5,45,1
3,10934,9,6,8,2014,23,24,1
3,11555,7,6,8,2014,23,21,1
3,77,10,6,8,2014,17,45,1
2,10483,8,5,8,2014,14,15,1
2,28,4,5,8,2014,1,40,1
2,28,4,5,8,2014,1,40,1
1,2793,4,4,8,2014,20,0,1
1,11641,5,4,8,2014,17,3,1
1,11641,5,4,8,2014,17,3,1
1,83,2,4,8,2014,16,0,1
1,83,2,4,8,2014,16,0,1
7,2824,4,27,7,2014,21,43,1
7,3356,3,27,7,2014,19,5,1
7,438,6,27,7,2014,18,35,1
7,438,6,27,7,2014,16,0,1
7,933,9,27,7,2014,15,35,1
7,1936,2,27,7,2014,2,0,1
6,1831,5,26,7,2014,23,45,1
6,1831,5,26,7,2014,23,45,1
6,7040,8,26,7,2014,15,48,1
6,213,4,26,7,2014,13,12,1
6,3440,4,26,7,2014,2,56,1
6,2453,5,26,7,2014,0,29,1
6,2453,5,26,7,2014,0,29,1
4,1711,3,24,7,2014,18,52,1
3,3716,3,23,7,2014,18,35,1
3,3530,5,23,7,2014,18,5,1
3,870,4,23,7,2014,3,9,1
2,1214,10,22,7,2014,20,44,1
2,357,4,22,7,2014,15,13,1
2,357,4,22,7,2014,15,13,1
2,5615,3,22,7,2014,9,0,1
2,11863,7,22,7,2014,0,59,1
1,924,5,21,7,2014,23,0,1
1,924,5,21,7,2014,23,0,1
7,3191,4,13,7,2014,22,42,1
7,102,10,13,7,2014,19,44,1
7,5936,1,13,7,2014,15,29,1
7,1129,4,13,7,2014,6,11,1
6,7111,4,12,7,2014,10,31,1
6,1431,10,12,7,2014,8,4,1
6,1431,10,12,7,2014,8,4,1
6,280,3,12,7,2014,2,25,1
5,11967,3,11,7,2014,21,20,1
5,445,2,11,7,2014,18,11,1
5,704,2,11,7,2014,8,20,1
4,950,3,10,7,2014,23,47,1
4,821,10,10,7,2014,13,35,1
3,4692,3,9,7,2014,22,36,1
3,4692,3,9,7,2014,22,36,1
3,5649,3,9,7,2014,20,7,1
3,213,4,9,7,2014,13,15,1
2,821,10,8,7,2014,17,10,1
2,1943,2,8,7,2014,17,7,1
2,10968,8,8,7,2014,11,30,1
1,8989,3,7,7,2014,22,50,1
1,8989,3,7,7,2014,22,50,1
1,8989,3,7,7,2014,22,50,1
1,7942,5,7,7,2014,17,35,1
1,12103,4,7,7,2014,15,13,1
1,6031,3,7,7,2014,13,51,1
1,512,8,7,7,2014,7,0,1
1,512,8,7,7,2014,7,0,1
1,2614,8,7,7,2014,0,15,1
7,12130,4,29,6,2014,19,43,1
7,3725,10,29,6,2014,19,29,1
7,3725,10,29,6,2014,19,29,1
7,70,10,29,6,2014,18,35,1
7,70,10,29,6,2014,18,35,1
7,138,10,29,6,2014,18,28,1
7,138,10,29,6,2014,18,28,1
7,1769,3,29,6,2014,15,15,1
6,1406,4,28,6,2014,23,2,1
6,70,10,28,6,2014,17,29,1
6,6671,4,28,6,2014,17,15,1
6,3593,5,28,6,2014,9,16,1
6,348,10,28,6,2014,2,0,1
5,740,5,27,6,2014,16,19,1
5,740,5,27,6,2014,16,19,1
5,408,2,27,6,2014,15,34,1
5,1958,3,27,6,2014,14,45,1
5,1958,3,27,6,2014,14,45,1
5,1958,3,27,6,2014,14,45,1
5,158,2,27,6,2014,3,38,1
